"#datatype","string","long","dateTime:RFC3339","double","double","double","double","double","double"
"#group","false","false","false","false","false","false","false","false","false"
"#default","_result","","","","","","","",""
"","result","table","_time","pressure_1","temperature_1","velocity_1","pressure_2","temperature_2","velocity_2"
"","","0","2026-01-24T10:30:10Z","20.001753007522737","22.55898832070707","-0.015030303030303024","20.00154127255835","22.426477913904673","-0.01622222222222221"
"","","0","2026-01-24T10:30:20Z","20.001049709320068","22.5589892578125","-0.011960000000000002","20.001044464111327","22.4261474609375","-0.007570000000000005"
"","","0","2026-01-24T10:30:30Z","20.001572965371487","22.558942698469064","-0.016707070707070705","20.000191466976897","22.426051284327652","-0.0019898989898989904"
"","","0","2026-01-24T10:30:40Z","20.00085720062256","22.55962646484375","-0.006350000000000003","20.000056931466766","22.42623993844697","-0.0002929292929292928"
"","","0","2026-01-24T10:30:50Z","20.001123543941613","22.55908573035038","-0.009777777777777785","20.00006216399524","22.426098881935587","-0.0007551020408163265"
"","","0","2026-01-24T10:31:00Z","20.000469458223595","22.558940232402147","-0.008080808080808086","19.9998463332051","22.42580960976957","0.00004040404040404004"
"","","0","2026-01-24T10:31:10Z","20.00131063750296","22.558940232402147","-0.006323232323232324","19.999871668189463","22.425762754498106","-0.0003434343434343429"
"","","0","2026-01-24T10:31:20Z","20.001240921020507","22.55899658203125","-0.01782999999999999","20.000526065826417","22.42548095703125","-0.00245"
"","","0","2026-01-24T10:31:30Z","20.001025958937042","22.558439293686224","-0.007132653061224493","20.00138000566132","22.426047811702805","-0.015081632653061219"
"","","0","2026-01-24T10:31:40Z","20.001390380859377","22.558701171875","-0.012130000000000004","20.001624336242674","22.4257177734375","-0.014919999999999998"
"","","0","2026-01-24T10:31:50Z","20.000929437502467","22.558555525962753","-0.007818181818181821","20.001370420359603","22.425089518229168","-0.013737373737373734"
"","","0","2026-01-24T10:32:00Z","19.99969648110746","22.558894610164142","0.002838383838383839","20.00124921702375","22.42605005129419","-0.012686868686868682"
"","","0","2026-01-24T10:32:10Z","19.999806664206766","22.55887488162879","0.0036767676767676767","20.00155179187505","22.425426136363637","-0.01443434343434343"
"","","0","2026-01-24T10:32:20Z","20.000762822676677","22.558489118303573","-0.005663265306122449","20.001554839465083","22.42585598692602","-0.016265306122448968"
"","","0","2026-01-24T10:32:30Z","20.000336532592772","22.55860107421875","-0.0020500000000000015","20.001701431274412","22.4257666015625","-0.016689999999999993"
"","","0","2026-01-24T10:32:40Z","20.00193898364751","22.558643071338384","-0.01613131313131313","20.001511776700934","22.42574229138963","-0.013989361702127657"
"","","0","2026-01-24T10:32:50Z","20.002255973815917","22.558944091796874","-0.022919999999999986","20.001259651184082","22.42586181640625","-0.012989999999999988"
