"#datatype","string","long","dateTime:RFC3339","dateTime:RFC3339","dateTime:RFC3339","double"
"#group","false","false","false","true","true","false"
"#default","_result","","","","",""
"","","0","2025-07-16T09:00:00Z","2024-01-01T00:00:00Z","2025-12-31T23:59:59Z","15"
"","","0","2025-07-16T10:00:00Z","2024-01-01T00:00:00Z","2025-12-31T23:59:59Z","15"
"","","0","2025-07-16T11:00:00Z","2024-01-01T00:00:00Z","2025-12-31T23:59:59Z","15"
"","","0","2025-07-16T12:00:00Z","2024-01-01T00:00:00Z","2025-12-31T23:59:59Z","15"
"","","0","2025-07-16T13:00:00Z","2024-01-01T00:00:00Z","2025-12-31T23:59:59Z","15"
"","","0","2025-07-16T14:00:00Z","2024-01-01T00:00:00Z","2025-12-31T23:59:59Z","18.90194444444439"
"","","0","2025-07-16T15:00:00Z","2024-01-01T00:00:00Z","2025-12-31T23:59:59Z","17.742777777777793"
"","","0","2025-07-16T16:00:00Z","2024-01-01T00:00:00Z","2025-12-31T23:59:59Z","15.72555555555556"
"","","0","2025-07-16T17:00:00Z","2024-01-01T00:00:00Z","2025-12-31T23:59:59Z","17.55833333333342"
"","","0","2025-07-16T18:00:00Z","2024-01-01T00:00:00Z","2025-12-31T23:59:59Z","17.01750000000008"
"","","0","2025-07-16T19:00:00Z","2024-01-01T00:00:00Z","2025-12-31T23:59:59Z","16.303333333333267"
"","","0","2025-07-16T20:00:00Z","2024-01-01T00:00:00Z","2025-12-31T23:59:59Z","16.13749999999995"
"","","0","2025-07-16T21:00:00Z","2024-01-01T00:00:00Z","2025-12-31T23:59:59Z","15.570277777777763"
"","","0","2025-07-16T22:00:00Z","2024-01-01T00:00:00Z","2025-12-31T23:59:59Z","14.711666666666563"
"","","0","2025-07-16T23:00:00Z","2024-01-01T00:00:00Z","2025-12-31T23:59:59Z","14.416111111111144"
"","","0","2025-07-17T00:00:00Z","2024-01-01T00:00:00Z","2025-12-31T23:59:59Z","14.453055555555597"
"","","0","2025-07-17T01:00:00Z","2024-01-01T00:00:00Z","2025-12-31T23:59:59Z","14.495277777777686"
"","","0","2025-07-17T02:00:00Z","2024-01-01T00:00:00Z","2025-12-31T23:59:59Z","14.365277777777878"
"","","0","2025-07-17T03:00:00Z","2024-01-01T00:00:00Z","2025-12-31T23:59:59Z","14.095833333333287"
"","","0","2025-07-17T04:00:00Z","2024-01-01T00:00:00Z","2025-12-31T23:59:59Z","13.800277777777763"
"","","0","2025-07-17T05:00:00Z","2024-01-01T00:00:00Z","2025-12-31T23:59:59Z","13.936111111111178"
"","","0","2025-07-17T06:00:00Z","2024-01-01T00:00:00Z","2025-12-31T23:59:59Z","14.408055555555643"
"","","0","2025-07-17T07:00:00Z","2024-01-01T00:00:00Z","2025-12-31T23:59:59Z","14.485555555555601"
"","","0","2025-07-17T08:00:00Z","2024-01-01T00:00:00Z","2025-12-31T23:59:59Z","15.025236593059955"
"","","0","2025-07-17T09:00:00Z","2024-01-01T00:00:00Z","2025-12-31T23:59:59Z","15.78861111111112"
"","","0","2025-07-17T10:00:00Z","2024-01-01T00:00:00Z","2025-12-31T23:59:59Z","15.712499999999945"
"","","0","2025-07-17T11:00:00Z","2024-01-01T00:00:00Z","2025-12-31T23:59:59Z","16.332777777777693"
"","","0","2025-07-17T12:00:00Z","2024-01-01T00:00:00Z","2025-12-31T23:59:59Z","16.739444444444537"
"","","0","2025-07-17T13:00:00Z","2024-01-01T00:00:00Z","2025-12-31T23:59:59Z","16.52861111111108"
"","","0","2025-07-17T14:00:00Z","2024-01-01T00:00:00Z","2025-12-31T23:59:59Z","16.023888888888855"
"","","0","2025-07-17T15:00:00Z","2024-01-01T00:00:00Z","2025-12-31T23:59:59Z","15.710000000000068"
"","","0","2025-07-17T16:00:00Z","2024-01-01T00:00:00Z","2025-12-31T23:59:59Z","15.788888888888854"
"","","0","2025-07-17T17:00:00Z","2024-01-01T00:00:00Z","2025-12-31T23:59:59Z","16.038333333333412"
"","","0","2025-07-17T18:00:00Z","2024-01-01T00:00:00Z","2025-12-31T23:59:59Z","16.048055555555532"
"","","0","2025-07-17T19:00:00Z","2024-01-01T00:00:00Z","2025-12-31T23:59:59Z","16.139166666666604"
"","","0","2025-07-17T20:00:00Z","2024-01-01T00:00:00Z","2025-12-31T23:59:59Z","16.38750000000005"
"","","0","2025-07-17T21:00:00Z","2024-01-01T00:00:00Z","2025-12-31T23:59:59Z","16.634999999999984"
"","","0","2025-07-17T22:00:00Z","2024-01-01T00:00:00Z","2025-12-31T23:59:59Z","16.53527777777775"
"","","0","2025-07-17T23:00:00Z","2024-01-01T00:00:00Z","2025-12-31T23:59:59Z","16.44083333333333"
"","","0","2025-07-18T00:00:00Z","2024-01-01T00:00:00Z","2025-12-31T23:59:59Z","16.2030555555556"
"","","0","2025-07-18T01:00:00Z","2024-01-01T00:00:00Z","2025-12-31T23:59:59Z","15.94305555555554"
"","","0","2025-07-18T02:00:00Z","2024-01-01T00:00:00Z","2025-12-31T23:59:59Z","15.757222222222172"
"","","0","2025-07-18T03:00:00Z","2024-01-01T00:00:00Z","2025-12-31T23:59:59Z","15.601944444444447"
"","","0","2025-07-18T04:00:00Z","2024-01-01T00:00:00Z","2025-12-31T23:59:59Z","15.5"
"","","0","2025-07-18T05:00:00Z","2024-01-01T00:00:00Z","2025-12-31T23:59:59Z","15.5"
"","","0","2025-07-18T06:00:00Z","2024-01-01T00:00:00Z","2025-12-31T23:59:59Z","15.591135734072074"
"","","0","2025-07-18T07:00:00Z","2024-01-01T00:00:00Z","2025-12-31T23:59:59Z","15.716944444444417"
"","","0","2025-07-18T08:00:00Z","2024-01-01T00:00:00Z","2025-12-31T23:59:59Z","16.127777777777847"
"","","0","2025-07-18T09:00:00Z","2024-01-01T00:00:00Z","2025-12-31T23:59:59Z","16.903333333333265"
"","","0","2025-07-18T10:00:00Z","2024-01-01T00:00:00Z","2025-12-31T23:59:59Z","17.55555555555554"
"","","0","2025-07-18T11:00:00Z","2024-01-01T00:00:00Z","2025-12-31T23:59:59Z","19.103888888888882"
"","","0","2025-07-18T12:00:00Z","2024-01-01T00:00:00Z","2025-12-31T23:59:59Z","20.6805555555557"
"","","0","2025-07-18T13:00:00Z","2024-01-01T00:00:00Z","2025-12-31T23:59:59Z","22.062222222222232"
"","","0","2025-07-18T14:00:00Z","2024-01-01T00:00:00Z","2025-12-31T23:59:59Z","22.65500000000003"
"","","0","2025-07-18T15:00:00Z","2024-01-01T00:00:00Z","2025-12-31T23:59:59Z","24.590277777777743"
"","","0","2025-07-18T16:00:00Z","2024-01-01T00:00:00Z","2025-12-31T23:59:59Z","25.223333333333468"
"","","0","2025-07-18T17:00:00Z","2024-01-01T00:00:00Z","2025-12-31T23:59:59Z","25.611944444444394"
"","","0","2025-07-18T18:00:00Z","2024-01-01T00:00:00Z","2025-12-31T23:59:59Z","23.528611111111125"
"","","0","2025-07-18T19:00:00Z","2024-01-01T00:00:00Z","2025-12-31T23:59:59Z","23.425555555555622"
"","","0","2025-07-18T20:00:00Z","2024-01-01T00:00:00Z","2025-12-31T23:59:59Z","21.92972222222229"
"","","0","2025-07-18T21:00:00Z","2024-01-01T00:00:00Z","2025-12-31T23:59:59Z","20.60027777777777"
"","","0","2025-07-18T22:00:00Z","2024-01-01T00:00:00Z","2025-12-31T23:59:59Z","18.835555555555565"
"","","0","2025-07-18T23:00:00Z","2024-01-01T00:00:00Z","2025-12-31T23:59:59Z","18.090555555555497"
"","","0","2025-07-19T00:00:00Z","2024-01-01T00:00:00Z","2025-12-31T23:59:59Z","17.78333333333322"
"","","0","2025-07-19T01:00:00Z","2024-01-01T00:00:00Z","2025-12-31T23:59:59Z","17.750555555555692"
"","","0","2025-07-19T02:00:00Z","2024-01-01T00:00:00Z","2025-12-31T23:59:59Z","17.25916666666666"
"","","0","2025-07-19T03:00:00Z","2024-01-01T00:00:00Z","2025-12-31T23:59:59Z","16.83166666666677"
"","","0","2025-07-19T04:00:00Z","2024-01-01T00:00:00Z","2025-12-31T23:59:59Z","16.167499999999933"
"","","0","2025-07-19T05:00:00Z","2024-01-01T00:00:00Z","2025-12-31T23:59:59Z","15.854166666666726"
"","","0","2025-07-19T06:00:00Z","2024-01-01T00:00:00Z","2025-12-31T23:59:59Z","16.111111111111185"
"","","0","2025-07-19T07:00:00Z","2024-01-01T00:00:00Z","2025-12-31T23:59:59Z","18.084276729559736"
"","","0","2025-07-19T08:00:00Z","2024-01-01T00:00:00Z","2025-12-31T23:59:59Z","20.317500000000038"
"","","0","2025-07-19T09:00:00Z","2024-01-01T00:00:00Z","2025-12-31T23:59:59Z","22.087500000000027"
"","","0","2025-07-19T10:00:00Z","2024-01-01T00:00:00Z","2025-12-31T23:59:59Z","23.466388888888872"
"","","0","2025-07-19T11:00:00Z","2024-01-01T00:00:00Z","2025-12-31T23:59:59Z","24.935833333333438"
"","","0","2025-07-19T12:00:00Z","2024-01-01T00:00:00Z","2025-12-31T23:59:59Z","26.246666666666645"
"","","0","2025-07-19T13:00:00Z","2024-01-01T00:00:00Z","2025-12-31T23:59:59Z","27.553333333333285"
"","","0","2025-07-19T14:00:00Z","2024-01-01T00:00:00Z","2025-12-31T23:59:59Z","29.297499999999957"
"","","0","2025-07-19T15:00:00Z","2024-01-01T00:00:00Z","2025-12-31T23:59:59Z","28.302777777777834"
"","","0","2025-07-19T16:00:00Z","2024-01-01T00:00:00Z","2025-12-31T23:59:59Z","30.749722222222253"
"","","0","2025-07-19T17:00:00Z","2024-01-01T00:00:00Z","2025-12-31T23:59:59Z","30.715555555555415"
"","","0","2025-07-19T18:00:00Z","2024-01-01T00:00:00Z","2025-12-31T23:59:59Z","32.30972222222213"
"","","0","2025-07-19T19:00:00Z","2024-01-01T00:00:00Z","2025-12-31T23:59:59Z","29.650277777777806"
"","","0","2025-07-19T20:00:00Z","2024-01-01T00:00:00Z","2025-12-31T23:59:59Z","26.197222222222116"
"","","0","2025-07-19T21:00:00Z","2024-01-01T00:00:00Z","2025-12-31T23:59:59Z","23.886944444444456"
"","","0","2025-07-19T22:00:00Z","2024-01-01T00:00:00Z","2025-12-31T23:59:59Z","22.782499999999942"
"","","0","2025-07-19T23:00:00Z","2024-01-01T00:00:00Z","2025-12-31T23:59:59Z","22.790000000000187"
"","","0","2025-07-20T00:00:00Z","2024-01-01T00:00:00Z","2025-12-31T23:59:59Z","22.08583333333345"
"","","0","2025-07-20T01:00:00Z","2024-01-01T00:00:00Z","2025-12-31T23:59:59Z","21.89472222222219"
"","","0","2025-07-20T02:00:00Z","2024-01-01T00:00:00Z","2025-12-31T23:59:59Z","22.174722222222233"
"","","0","2025-07-20T03:00:00Z","2024-01-01T00:00:00Z","2025-12-31T23:59:59Z","22.15611111111101"
"","","0","2025-07-20T04:00:00Z","2024-01-01T00:00:00Z","2025-12-31T23:59:59Z","22.49111111111108"
"","","0","2025-07-20T05:00:00Z","2024-01-01T00:00:00Z","2025-12-31T23:59:59Z","20.784166666666767"
"","","0","2025-07-20T06:00:00Z","2024-01-01T00:00:00Z","2025-12-31T23:59:59Z","21.320833333333344"
"","","0","2025-07-20T07:00:00Z","2024-01-01T00:00:00Z","2025-12-31T23:59:59Z","21.390555555555675"
"","","0","2025-07-20T08:00:00Z","2024-01-01T00:00:00Z","2025-12-31T23:59:59Z","21.877499999999955"
"","","0","2025-07-20T09:00:00Z","2024-01-01T00:00:00Z","2025-12-31T23:59:59Z","23.235555555555482"
"","","0","2025-07-20T10:00:00Z","2024-01-01T00:00:00Z","2025-12-31T23:59:59Z","24.57583333333343"
"","","0","2025-07-20T11:00:00Z","2024-01-01T00:00:00Z","2025-12-31T23:59:59Z","26.756111111111284"
"","","0","2025-07-20T12:00:00Z","2024-01-01T00:00:00Z","2025-12-31T23:59:59Z","27.01111111111108"
"","","0","2025-07-20T13:00:00Z","2024-01-01T00:00:00Z","2025-12-31T23:59:59Z","26.723888888888805"
"","","0","2025-07-20T14:00:00Z","2024-01-01T00:00:00Z","2025-12-31T23:59:59Z","28.122777777777685"
"","","0","2025-07-20T15:00:00Z","2024-01-01T00:00:00Z","2025-12-31T23:59:59Z","30.30444444444453"
"","","0","2025-07-20T16:00:00Z","2024-01-01T00:00:00Z","2025-12-31T23:59:59Z","30.295833333333253"
"","","0","2025-07-20T17:00:00Z","2024-01-01T00:00:00Z","2025-12-31T23:59:59Z","29.62388888888886"
"","","0","2025-07-20T18:00:00Z","2024-01-01T00:00:00Z","2025-12-31T23:59:59Z","28.30222222222213"
"","","0","2025-07-20T19:00:00Z","2024-01-01T00:00:00Z","2025-12-31T23:59:59Z","27.332222222222224"
"","","0","2025-07-20T20:00:00Z","2024-01-01T00:00:00Z","2025-12-31T23:59:59Z","26.256388888888807"
"","","0","2025-07-20T21:00:00Z","2024-01-01T00:00:00Z","2025-12-31T23:59:59Z","24.06194444444447"
"","","0","2025-07-20T22:00:00Z","2024-01-01T00:00:00Z","2025-12-31T23:59:59Z","19.64444444444449"
"","","0","2025-07-20T23:00:00Z","2024-01-01T00:00:00Z","2025-12-31T23:59:59Z","19.74361111111114"
"","","0","2025-07-21T00:00:00Z","2024-01-01T00:00:00Z","2025-12-31T23:59:59Z","20.870277777777805"
"","","0","2025-07-21T01:00:00Z","2024-01-01T00:00:00Z","2025-12-31T23:59:59Z","20.860833333333414"
"","","0","2025-07-21T02:00:00Z","2024-01-01T00:00:00Z","2025-12-31T23:59:59Z","20.06666666666671"
"","","0","2025-07-21T03:00:00Z","2024-01-01T00:00:00Z","2025-12-31T23:59:59Z","19.193888888888896"
"","","0","2025-07-21T04:00:00Z","2024-01-01T00:00:00Z","2025-12-31T23:59:59Z","19.08916666666662"
"","","0","2025-07-21T05:00:00Z","2024-01-01T00:00:00Z","2025-12-31T23:59:59Z","18.93388888888884"
"","","0","2025-07-21T06:00:00Z","2024-01-01T00:00:00Z","2025-12-31T23:59:59Z","18.60777777777788"
"","","0","2025-07-21T07:00:00Z","2024-01-01T00:00:00Z","2025-12-31T23:59:59Z","18.927777777777777"
"","","0","2025-07-21T08:00:00Z","2024-01-01T00:00:00Z","2025-12-31T23:59:59Z","19.112500000000036"
"","","0","2025-07-21T09:00:00Z","2024-01-01T00:00:00Z","2025-12-31T23:59:59Z","18.913888888888838"
"","","0","2025-07-21T10:00:00Z","2024-01-01T00:00:00Z","2025-12-31T23:59:59Z","18.80611111111116"
"","","0","2025-07-21T11:00:00Z","2024-01-01T00:00:00Z","2025-12-31T23:59:59Z","17.771666666666704"
"","","0","2025-07-21T12:00:00Z","2024-01-01T00:00:00Z","2025-12-31T23:59:59Z","18.00611111111103"
"","","0","2025-07-21T13:00:00Z","2024-01-01T00:00:00Z","2025-12-31T23:59:59Z","17.62111111111108"
"","","0","2025-07-21T14:00:00Z","2024-01-01T00:00:00Z","2025-12-31T23:59:59Z","18.633055555555437"
"","","0","2025-07-21T15:00:00Z","2024-01-01T00:00:00Z","2025-12-31T23:59:59Z","20.147499999999933"
"","","0","2025-07-21T16:00:00Z","2024-01-01T00:00:00Z","2025-12-31T23:59:59Z","19.24388888888899"
"","","0","2025-07-21T17:00:00Z","2024-01-01T00:00:00Z","2025-12-31T23:59:59Z","19.38199445983378"
"","","0","2025-07-21T18:00:00Z","2024-01-01T00:00:00Z","2025-12-31T23:59:59Z","19.293055555555544"
"","","0","2025-07-21T19:00:00Z","2024-01-01T00:00:00Z","2025-12-31T23:59:59Z","18.74361111111122"
"","","0","2025-07-21T20:00:00Z","2024-01-01T00:00:00Z","2025-12-31T23:59:59Z","17.996111111111194"
"","","0","2025-07-21T21:00:00Z","2024-01-01T00:00:00Z","2025-12-31T23:59:59Z","17.02972222222219"
"","","0","2025-07-21T22:00:00Z","2024-01-01T00:00:00Z","2025-12-31T23:59:59Z","16.57694444444451"
"","","0","2025-07-21T23:00:00Z","2024-01-01T00:00:00Z","2025-12-31T23:59:59Z","16.553055555555485"
"","","0","2025-07-22T00:00:00Z","2024-01-01T00:00:00Z","2025-12-31T23:59:59Z","16.07416666666666"
"","","0","2025-07-22T01:00:00Z","2024-01-01T00:00:00Z","2025-12-31T23:59:59Z","16.06972222222222"
"","","0","2025-07-22T02:00:00Z","2024-01-01T00:00:00Z","2025-12-31T23:59:59Z","16.00138888888884"
"","","0","2025-07-22T03:00:00Z","2024-01-01T00:00:00Z","2025-12-31T23:59:59Z","15.494722222222201"
"","","0","2025-07-22T04:00:00Z","2024-01-01T00:00:00Z","2025-12-31T23:59:59Z","15.241111111111064"
"","","0","2025-07-22T05:00:00Z","2024-01-01T00:00:00Z","2025-12-31T23:59:59Z","15.52527777777772"
"","","0","2025-07-22T06:00:00Z","2024-01-01T00:00:00Z","2025-12-31T23:59:59Z","15.94722222222228"
"","","0","2025-07-22T07:00:00Z","2024-01-01T00:00:00Z","2025-12-31T23:59:59Z","16.37638888888899"
"","","0","2025-07-22T08:00:00Z","2024-01-01T00:00:00Z","2025-12-31T23:59:59Z","16.60166666666661"
"","","0","2025-07-22T09:00:00Z","2024-01-01T00:00:00Z","2025-12-31T23:59:59Z","16.473333333333347"
"","","0","2025-07-22T10:00:00Z","2024-01-01T00:00:00Z","2025-12-31T23:59:59Z","16.71694444444435"
"","","0","2025-07-22T11:00:00Z","2024-01-01T00:00:00Z","2025-12-31T23:59:59Z","18.634722222222177"
"","","0","2025-07-22T12:00:00Z","2024-01-01T00:00:00Z","2025-12-31T23:59:59Z","19.49055555555547"
"","","0","2025-07-22T13:00:00Z","2024-01-01T00:00:00Z","2025-12-31T23:59:59Z","19.02999999999989"
"","","0","2025-07-22T14:00:00Z","2024-01-01T00:00:00Z","2025-12-31T23:59:59Z","16.58277777777773"
"","","0","2025-07-22T15:00:00Z","2024-01-01T00:00:00Z","2025-12-31T23:59:59Z","17.31833333333339"
"","","0","2025-07-22T16:00:00Z","2024-01-01T00:00:00Z","2025-12-31T23:59:59Z","19.570277777777775"
"","","0","2025-07-22T17:00:00Z","2024-01-01T00:00:00Z","2025-12-31T23:59:59Z","18.866111111111028"
"","","0","2025-07-22T18:00:00Z","2024-01-01T00:00:00Z","2025-12-31T23:59:59Z","19.641388888888937"
"","","0","2025-07-22T19:00:00Z","2024-01-01T00:00:00Z","2025-12-31T23:59:59Z","17.08333333333341"
"","","0","2025-07-22T20:00:00Z","2024-01-01T00:00:00Z","2025-12-31T23:59:59Z","15.994722222222299"
"","","0","2025-07-22T21:00:00Z","2024-01-01T00:00:00Z","2025-12-31T23:59:59Z","16.147499999999965"
"","","0","2025-07-22T22:00:00Z","2024-01-01T00:00:00Z","2025-12-31T23:59:59Z","16.359722222222274"
"","","0","2025-07-22T23:00:00Z","2024-01-01T00:00:00Z","2025-12-31T23:59:59Z","16.5"
"","","0","2025-07-23T00:00:00Z","2024-01-01T00:00:00Z","2025-12-31T23:59:59Z","16.641944444444455"
"","","0","2025-07-23T01:00:00Z","2024-01-01T00:00:00Z","2025-12-31T23:59:59Z","16.7749999999999"
"","","0","2025-07-23T02:00:00Z","2024-01-01T00:00:00Z","2025-12-31T23:59:59Z","16.84722222222229"
"","","0","2025-07-23T03:00:00Z","2024-01-01T00:00:00Z","2025-12-31T23:59:59Z","16.580277777777777"
"","","0","2025-07-23T04:00:00Z","2024-01-01T00:00:00Z","2025-12-31T23:59:59Z","16.4061111111111"
"","","0","2025-07-23T05:00:00Z","2024-01-01T00:00:00Z","2025-12-31T23:59:59Z","16.535277777777846"
"","","0","2025-07-23T06:00:00Z","2024-01-01T00:00:00Z","2025-12-31T23:59:59Z","16.40277777777772"
"","","0","2025-07-23T07:00:00Z","2024-01-01T00:00:00Z","2025-12-31T23:59:59Z","16.860277777777785"
"","","0","2025-07-23T08:00:00Z","2024-01-01T00:00:00Z","2025-12-31T23:59:59Z","17.68305555555558"
"","","0","2025-07-23T09:00:00Z","2024-01-01T00:00:00Z","2025-12-31T23:59:59Z","18.002777777777837"
"","","0","2025-07-23T10:00:00Z","2024-01-01T00:00:00Z","2025-12-31T23:59:59Z","18.786388888888858"
"","","0","2025-07-23T11:00:00Z","2024-01-01T00:00:00Z","2025-12-31T23:59:59Z","18.949444444444378"
"","","0","2025-07-23T12:00:00Z","2024-01-01T00:00:00Z","2025-12-31T23:59:59Z","18.207222222222235"
"","","0","2025-07-23T13:00:00Z","2024-01-01T00:00:00Z","2025-12-31T23:59:59Z","20.10083333333332"
"","","0","2025-07-23T14:00:00Z","2024-01-01T00:00:00Z","2025-12-31T23:59:59Z","21.80388888888888"
"","","0","2025-07-23T15:00:00Z","2024-01-01T00:00:00Z","2025-12-31T23:59:59Z","22.360833333333265"
"","","0","2025-07-23T16:00:00Z","2024-01-01T00:00:00Z","2025-12-31T23:59:59Z","22.98305555555551"
"","","0","2025-07-23T17:00:00Z","2024-01-01T00:00:00Z","2025-12-31T23:59:59Z","23.25472222222228"
"","","0","2025-07-23T18:00:00Z","2024-01-01T00:00:00Z","2025-12-31T23:59:59Z","22.984444444444463"
"","","0","2025-07-23T19:00:00Z","2024-01-01T00:00:00Z","2025-12-31T23:59:59Z","22.503888888888927"
"","","0","2025-07-23T20:00:00Z","2024-01-01T00:00:00Z","2025-12-31T23:59:59Z","21.074722222222235"
"","","0","2025-07-23T21:00:00Z","2024-01-01T00:00:00Z","2025-12-31T23:59:59Z","19.899444444444498"
"","","0","2025-07-23T22:00:00Z","2024-01-01T00:00:00Z","2025-12-31T23:59:59Z","19.187777777777725"
"","","0","2025-07-23T23:00:00Z","2024-01-01T00:00:00Z","2025-12-31T23:59:59Z","18.717777777777656"
"","","0","2025-07-24T00:00:00Z","2024-01-01T00:00:00Z","2025-12-31T23:59:59Z","18.479722222222183"
"","","0","2025-07-24T01:00:00Z","2024-01-01T00:00:00Z","2025-12-31T23:59:59Z","17.666666666666565"
"","","0","2025-07-24T02:00:00Z","2024-01-01T00:00:00Z","2025-12-31T23:59:59Z","17.215277777777793"
"","","0","2025-07-24T03:00:00Z","2024-01-01T00:00:00Z","2025-12-31T23:59:59Z","16.976666666666674"
"","","0","2025-07-24T04:00:00Z","2024-01-01T00:00:00Z","2025-12-31T23:59:59Z","16.72333333333335"
"","","0","2025-07-24T05:00:00Z","2024-01-01T00:00:00Z","2025-12-31T23:59:59Z","16.370833333333326"
"","","0","2025-07-24T06:00:00Z","2024-01-01T00:00:00Z","2025-12-31T23:59:59Z","16.721666666666618"
"","","0","2025-07-24T07:00:00Z","2024-01-01T00:00:00Z","2025-12-31T23:59:59Z","17.117499999999882"
"","","0","2025-07-24T08:00:00Z","2024-01-01T00:00:00Z","2025-12-31T23:59:59Z","17.71972222222213"
"","","0","2025-07-24T09:00:00Z","2024-01-01T00:00:00Z","2025-12-31T23:59:59Z","18.361111111111075"
"","","0","2025-07-24T10:00:00Z","2024-01-01T00:00:00Z","2025-12-31T23:59:59Z","18.87944444444434"
"","","0","2025-07-24T11:00:00Z","2024-01-01T00:00:00Z","2025-12-31T23:59:59Z","19.93749999999993"
"","","0","2025-07-24T12:00:00Z","2024-01-01T00:00:00Z","2025-12-31T23:59:59Z","21.22749999999996"
"","","0","2025-07-24T13:00:00Z","2024-01-01T00:00:00Z","2025-12-31T23:59:59Z","22.697777777777706"
"","","0","2025-07-24T14:00:00Z","2024-01-01T00:00:00Z","2025-12-31T23:59:59Z","23.686111111111106"
"","","0","2025-07-24T15:00:00Z","2024-01-01T00:00:00Z","2025-12-31T23:59:59Z","24.812499999999943"
"","","0","2025-07-24T16:00:00Z","2024-01-01T00:00:00Z","2025-12-31T23:59:59Z","25.246111111111162"
"","","0","2025-07-24T17:00:00Z","2024-01-01T00:00:00Z","2025-12-31T23:59:59Z","24.685277777777916"
"","","0","2025-07-24T18:00:00Z","2024-01-01T00:00:00Z","2025-12-31T23:59:59Z","24.84861111111128"
"","","0","2025-07-24T19:00:00Z","2024-01-01T00:00:00Z","2025-12-31T23:59:59Z","23.868611111111115"
"","","0","2025-07-24T20:00:00Z","2024-01-01T00:00:00Z","2025-12-31T23:59:59Z","23.01611111111109"
"","","0","2025-07-24T21:00:00Z","2024-01-01T00:00:00Z","2025-12-31T23:59:59Z","21.685555555555478"
"","","0","2025-07-24T22:00:00Z","2024-01-01T00:00:00Z","2025-12-31T23:59:59Z","19.707777777777785"
"","","0","2025-07-24T23:00:00Z","2024-01-01T00:00:00Z","2025-12-31T23:59:59Z","18.754016620498696"
"","","0","2025-07-25T00:00:00Z","2024-01-01T00:00:00Z","2025-12-31T23:59:59Z","19.02888888888887"
"","","0","2025-07-25T01:00:00Z","2024-01-01T00:00:00Z","2025-12-31T23:59:59Z","18.446111111111072"
"","","0","2025-07-25T02:00:00Z","2024-01-01T00:00:00Z","2025-12-31T23:59:59Z","17.554166666666617"
"","","0","2025-07-25T03:00:00Z","2024-01-01T00:00:00Z","2025-12-31T23:59:59Z","17.011666666666574"
"","","0","2025-07-25T04:00:00Z","2024-01-01T00:00:00Z","2025-12-31T23:59:59Z","16.867499999999918"
"","","0","2025-07-25T05:00:00Z","2024-01-01T00:00:00Z","2025-12-31T23:59:59Z","16.96916666666672"
"","","0","2025-07-25T06:00:00Z","2024-01-01T00:00:00Z","2025-12-31T23:59:59Z","17.367777777777857"
"","","0","2025-07-25T07:00:00Z","2024-01-01T00:00:00Z","2025-12-31T23:59:59Z","17.85222222222226"
"","","0","2025-07-25T08:00:00Z","2024-01-01T00:00:00Z","2025-12-31T23:59:59Z","18.451388888888737"
"","","0","2025-07-25T09:00:00Z","2024-01-01T00:00:00Z","2025-12-31T23:59:59Z","19.188888888888876"
"","","0","2025-07-25T10:00:00Z","2024-01-01T00:00:00Z","2025-12-31T23:59:59Z","19.93416666666666"
"","","0","2025-07-25T11:00:00Z","2024-01-01T00:00:00Z","2025-12-31T23:59:59Z","20.128616352201334"
"","","0","2025-07-25T12:00:00Z","2024-01-01T00:00:00Z","2025-12-31T23:59:59Z","19.583611111111072"
"","","0","2025-07-25T13:00:00Z","2024-01-01T00:00:00Z","2025-12-31T23:59:59Z","19.50416666666657"
"","","0","2025-07-25T14:00:00Z","2024-01-01T00:00:00Z","2025-12-31T23:59:59Z","20.32999999999993"
"","","0","2025-07-25T15:00:00Z","2024-01-01T00:00:00Z","2025-12-31T23:59:59Z","21.825555555555564"
"","","0","2025-07-25T16:00:00Z","2024-01-01T00:00:00Z","2025-12-31T23:59:59Z","19.298333333333442"
"","","0","2025-07-25T17:00:00Z","2024-01-01T00:00:00Z","2025-12-31T23:59:59Z","20.102500000000003"
"","","0","2025-07-25T18:00:00Z","2024-01-01T00:00:00Z","2025-12-31T23:59:59Z","18.961944444444466"
"","","0","2025-07-25T19:00:00Z","2024-01-01T00:00:00Z","2025-12-31T23:59:59Z","20.849685534591224"
"","","0","2025-07-25T20:00:00Z","2024-01-01T00:00:00Z","2025-12-31T23:59:59Z","19.697777777777738"
"","","0","2025-07-25T21:00:00Z","2024-01-01T00:00:00Z","2025-12-31T23:59:59Z","18.748888888888832"
"","","0","2025-07-25T22:00:00Z","2024-01-01T00:00:00Z","2025-12-31T23:59:59Z","17.980277777777793"
"","","0","2025-07-25T23:00:00Z","2024-01-01T00:00:00Z","2025-12-31T23:59:59Z","17.296666666666688"
"","","0","2025-07-26T00:00:00Z","2024-01-01T00:00:00Z","2025-12-31T23:59:59Z","17.009166666666548"
"","","0","2025-07-26T01:00:00Z","2024-01-01T00:00:00Z","2025-12-31T23:59:59Z","16.71611111111116"
"","","0","2025-07-26T02:00:00Z","2024-01-01T00:00:00Z","2025-12-31T23:59:59Z","16.536388888888876"
"","","0","2025-07-26T03:00:00Z","2024-01-01T00:00:00Z","2025-12-31T23:59:59Z","16.47694444444436"
"","","0","2025-07-26T04:00:00Z","2024-01-01T00:00:00Z","2025-12-31T23:59:59Z","16.39999999999993"
