_time;pressure;temperature
1763400148000000000;684.123046875;22.4886474609375
1763400149000000000;684.1224670410156;22.48861694335937
1763400150000000000;684.1207275390625;22.488525390625
1763400151000000000;684.1207275390625;22.488525390625
1763400152000000000;684.1207275390625;22.488525390625
1763400153000000000;684.1207275390625;22.488525390625
1763400154000000000;684.1208190917969;22.4921875
1763400155000000000;684.120849609375;22.493408203125
1763400156000000000;684.120849609375;22.493408203125
1763400157000000000;684.120849609375;22.493408203125
1763400158000000000;684.1201782226562;22.49102783203125
1763400159000000000;684.1195068359375;22.4886474609375
1763400160000000000;684.1195068359375;22.4886474609375
1763400161000000000;684.1195068359375;22.4886474609375
1763400162000000000;684.1195068359375;22.4886474609375
1763400163000000000;684.1199340820312;22.4886474609375
1763400164000000000;684.1199340820312;22.4886474609375
1763400165000000000;684.1199340820312;22.4886474609375
1763400166000000000;684.1199340820312;22.4886474609375
1763400167000000000;684.118896484375;22.4886474609375
1763400168000000000;684.1178588867188;22.4886474609375
1763400169000000000;684.1178588867188;22.4886474609375
1763400170000000000;684.1178588867188;22.4886474609375
1763400171000000000;684.1178588867188;22.4886474609375
1763400172000000000;684.1171875;22.4886474609375
1763400173000000000;684.1171875;22.4886474609375
1763400174000000000;684.1171875;22.4886474609375
1763400175000000000;684.1171875;22.4886474609375
1763400176000000000;684.1171264648438;22.4886474609375
1763400177000000000;684.1170654296875;22.4886474609375
1763400178000000000;684.1170654296875;22.4886474609375
1763400179000000000;684.1170654296875;22.4886474609375
1763400180000000000;684.1170654296875;22.4886474609375
1763400181000000000;684.117431640625;22.4886474609375
1763400182000000000;684.117431640625;22.4886474609375
1763400183000000000;684.117431640625;22.4886474609375
1763400184000000000;684.117431640625;22.4886474609375
1763400185000000000;684.1162353515625;22.4885986328125
1763400186000000000;684.1144409179688;22.488525390625
1763400187000000000;684.1144409179688;22.488525390625
1763400188000000000;684.1144409179688;22.488525390625
1763400189000000000;684.1144409179688;22.488525390625
1763400190000000000;684.1166381835938;22.488525390625
1763400191000000000;684.1166381835938;22.488525390625
1763400192000000000;684.1166381835938;22.488525390625
1763400193000000000;684.1166381835938;22.488525390625
1763400194000000000;684.1159464518229;22.488525390625
1763400195000000000;684.1156005859375;22.488525390625
1763400196000000000;684.1156005859375;22.488525390625
1763400197000000000;684.1156005859375;22.488525390625
1763400198000000000;684.1156005859375;22.488525390625
1763400199000000000;684.1149291992188;22.4886474609375
1763400200000000000;684.1149291992188;22.4886474609375
1763400201000000000;684.1149291992188;22.4886474609375
1763400202000000000;684.1149291992188;22.4886474609375
1763400203000000000;684.1136271158854;22.4886474609375
1763400204000000000;684.1129760742188;22.4886474609375
1763400205000000000;684.1129760742188;22.4886474609375
1763400206000000000;684.1129760742188;22.4886474609375
1763400207000000000;684.1130065917969;22.4886474609375
1763400208000000000;684.1130981445312;22.4886474609375
1763400209000000000;684.1130981445312;22.4886474609375
1763400210000000000;684.1130981445312;22.4886474609375
1763400211000000000;684.1130981445312;22.4886474609375
1763400212000000000;684.1110382080078;22.488555908203125
1763400213000000000;684.1103515625;22.488525390625
1763400214000000000;684.1103515625;22.488525390625
1763400215000000000;684.1103515625;22.488525390625
1763400216000000000;684.1103515625;22.488525390625
1763400217000000000;684.1103515625;22.488525390625
1763400218000000000;684.1103515625;22.488525390625
1763400219000000000;684.1103515625;22.488525390625
1763400220000000000;684.1103515625;22.488525390625
1763400221000000000;684.1092936197916;22.488525390625
1763400222000000000;684.1087646484375;22.488525390625
1763400223000000000;684.1087646484375;22.488525390625
1763400224000000000;684.1087646484375;22.488525390625
1763400225000000000;684.1090698242188;22.488525390625
1763400226000000000;684.1099853515625;22.488525390625
1763400227000000000;684.1099853515625;22.488525390625
