EK1100;EK1100;0x2;0x44c2c52;2000;10;0
EL6021;EL6021;0x2;0x17853052;-170;5;0
EL3751;EL3751;0x2;0x0ea73052;-260;1;0
EL3751;EL3751;0x2;0x0ea73052;-260;1;0
