EK1100;EK1100;0x2;0x44c2c52;2000;10;0
EL7031;EL7031;0x2;0x1b773052;-120;1;0
EL6080;EL6080;0x2;0x17c03052;-130;10;0
EL6090;EL6090;0x2;0x17ca3052;-80;10;0
